3579,Shadow Realm,https://image.tmdb.org/t/p/w500//nFvYaCMvl4UycZmq2kLSE4QAUyB.jpg,https://image.tmdb.org/t/p/original/,"Shadow Realm is a compilation of four episodes of the short-lived Fox Network television series Night Visions. Each episode contained two stories and were originally hosted by musician/actor/writer Henry Rollins. The Sci-Fi Channel acquired the rights to broadcast the episodes, including the last two unaired episodes and strung them together as an anthology movie. Title sequences and end credits were changed and the Henry Rollins introductions were removed from the final product.",2002-07-27,120,tagline,0
3581,Death Line,https://image.tmdb.org/t/p/w500//kXrFXtJRQ2qR6Z45fozdj8tKeTu.jpg,https://image.tmdb.org/t/p/original//vVF9gIGrjrIqbvwPoOty8cBOm8t.jpg,There's something pretty grisly going on under London in the Tube tunnels between Holborn and Russell Square. When a top civil servant becomes the latest to disappear down there Scotland Yard start to take the matter seriously. Helping them are a young couple who get nearer to the horrors underground than they would wish.,1972-10-13,87,Beneath Modern London Lives a Tribe of Once Humans. Neither Men Nor Women… They Are the Raw Meat Of The Human Race!,5
3597,I Know What You Did Last Summer,https://image.tmdb.org/t/p/w500//7OfTWTQEvPcwPrOdeLH0F3h6GRZ.jpg,https://image.tmdb.org/t/p/original//tU5CdvDGQRGMfjDIfWmeUKh3ZKk.jpg,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer"".",1997-10-17,100,"If you're going to bury the truth, make sure it stays buried.",5
3600,I Still Know What You Did Last Summer,https://image.tmdb.org/t/p/w500//motBJIO921LFZkoGKCSbmSCVHBc.jpg,https://image.tmdb.org/t/p/original//sn5FydS63DL5KWUBQW3bHhi0Myx.jpg,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",1998-11-13,100,Someone is dying for a second chance.,5
3602,I'll Always Know What You Did Last Summer,https://image.tmdb.org/t/p/w500//ip4DPTH7uLd8RVEor472WyvlFTY.jpg,https://image.tmdb.org/t/p/original//gE1nGWcdCmHpwMLBFFSOKvm5hMP.jpg,"Several teenagers in a small-town in Colorado concoct a July 4th prank based on a frightening legend that goes awry when their friend ends up accidentally killed; however, the teens agree to keep their involvement a secret from the authorities, who continue to search for the man who apparently killed their friend. A year later, with the July 4th celebration coming up again, the teenagers realize that they're being stalked by someone who clearly intends on keeping the horrible legend alive by killing them off.",2006-06-24,92,What he knows might kill you…,4
3603,Black Sheep,https://image.tmdb.org/t/p/w500//b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg,https://image.tmdb.org/t/p/original//u8KAS5uqWYKWbfyIp9jioFTvfUy.jpg,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.,2006-09-10,87,"There are over 40 million sheep in New Zealand, and they're pissed off!",5
3700,Pena de muerte,https://image.tmdb.org/t/p/w500//nsw93qretBIsLFI7iFhBJLe1jMp.jpg,https://image.tmdb.org/t/p/original/,An ageing judge's use of the death penalty comes back to haunt him.,1973-01-01,89,Judge by day...Butcher by night!,8
3763,鬼婆,https://image.tmdb.org/t/p/w500//wSEnsxufQqQhv9QZ05dIRYug4e7.jpg,https://image.tmdb.org/t/p/original//ihiFShj2lEAJvtRqD90ejvPZBK4.jpg,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",1964-11-21,105,The most daring film import ever ... from Japan!,7
3980,Critters,https://image.tmdb.org/t/p/w500//7tFJqfcmu7sAxwcRwQ0j9qnGrok.jpg,https://image.tmdb.org/t/p/original//5pQYxty9FGMfjXiLVdQxO4Zxdxm.jpg,A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.,1986-04-11,82,"They eat so fast, you don't have time to scream.",6
4229,The Scary Movie,https://image.tmdb.org/t/p/w500/,https://image.tmdb.org/t/p/original/,"Martina and Sonja, cross-dress in vampire capes and werewolf claws, re-enacting familiar horror tropes. A corresponding soundtrack of stock screams and ""scary"" music suggests that the girls' toying with gender roles and power dynamics may have dire consequences.",1993-01-01,7,tagline,6
4230,Scary Texas Movie,https://image.tmdb.org/t/p/w500/,https://image.tmdb.org/t/p/original/,No overview found.,1997-01-01,72,tagline,0
4233,Scream 2,https://image.tmdb.org/t/p/w500//mumarnp1ZBHFdmt2q6x9ELuC3x0.jpg,https://image.tmdb.org/t/p/original//lVmcX3hlJqsUGkEOEZkRFiOQdLv.jpg,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",1997-12-09,120,Someone has taken their love of sequels one step too far.,6
4234,Scream 3,https://image.tmdb.org/t/p/w500//geD86M58Zkv6O6lLbA1tHllH8B4.jpg,https://image.tmdb.org/t/p/original//AbFWty0o5nKGo4iLJaGRgqFtC8W.jpg,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sidney must face the demons of her past to stop the killer.",2000-02-03,116,Someone has taken their love of trilogies one step too far.,5
