10766,Damien: Omen II,https://image.tmdb.org/t/p/w500//ocsi8SlODWkVX6O4E8Ncfgnretw.jpg,https://image.tmdb.org/t/p/original//siAdro2ApPmxEM9SZccvmMUYehc.jpg,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle. Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire—and the world. Anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",1978-06-09,107,The first time was only a warning.,6.399,en,No Category
10768,Omen III: The Final Conflict,https://image.tmdb.org/t/p/w500//e4eOyQAKBS6ZpJWCcNldZuoSv9t.jpg,https://image.tmdb.org/t/p/original//qTBGDYCth8DgeonLJwsEgBJlpIi.jpg,"Damien Thorn has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to the United Kingdom, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ.",1981-03-20,108,The power of evil is no longer in the hands of a child.,5.802,en,No Category
10776,Little Shop of Horrors,https://image.tmdb.org/t/p/w500//iKkbN17OmFosaW6asCNZTTsyvpu.jpg,https://image.tmdb.org/t/p/original//eU5fW21apU2CJYlmzJHoWo09GmE.jpg,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",1986-12-19,94,Don't feed the plants.,6.9,en,No Category
10779,The Frighteners,https://image.tmdb.org/t/p/w500//vbyEohgR2nx8YPTepAXodoQfJJH.jpg,https://image.tmdb.org/t/p/original//naGsxof4OVpWQJn1qd9sTwUvYPI.jpg,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",1996-07-18,110,No Rest for the Wicked.,6.9,en,No Category
10781,The Texas Chainsaw Massacre: The Beginning,https://image.tmdb.org/t/p/w500//2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg,https://image.tmdb.org/t/p/original//lTGOQk29RDqsNzD2v25dB0Rm9Jn.jpg,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",2006-10-05,91,What you know about fear... doesn't even come close.,6.117,en,No Category
10785,The Thing from Another World,https://image.tmdb.org/t/p/w500//rm2w8dEhOGDuckB6i0Spz9lTzpR.jpg,https://image.tmdb.org/t/p/original//30aHDHSHGX4HEeKlrgCwhTU72QP.jpg,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,1951-04-05,87,Look out … it’s the Thing,6.787,en,No Category
10787,The Invisible Man,https://image.tmdb.org/t/p/w500//a8WoUk92OLHnU5sODmdGaOi5iaH.jpg,https://image.tmdb.org/t/p/original//qLgG1VEnUydEsclNPkjxzKdnZy8.jpg,"Working in Dr. Cranley's laboratory, scientist Jack Griffin was always given the latitude to conduct some of his own experiments. His sudden departure, however, has Cranley's daughter Flora worried about him. Griffin has taken a room at the nearby Lion's Head Inn, hoping to reverse an experiment he conducted on himself that made him invisible. But the experimental drug has also warped his mind, making him aggressive and dangerous. He's prepared to do whatever it takes to restore his appearance.",1933-11-03,71,H.G. Wells' Fantastic Out Of This World Show!,7.5,en,No Category
10790,The Abandoned,https://image.tmdb.org/t/p/w500//32DhJlTTmLeaPNQeh2oHuDNRmqF.jpg,https://image.tmdb.org/t/p/original//plsdKhrNZ4vIN1qZJ8ccihiMZI7.jpg,"Marie, a film producer, returns to her native Russia to find her birth parents. She quickly learns they are dead, and she has inherited their long-empty farmhouse. At the farm, she meets Nicolai, who claims to be her twin brother. Events take a terrifying turn when the two spot a pair of ghastly doppelgangers and the house itself seems to propel them toward a fate they should have met 40 years earlier.",2006-09-11,99,tagline,5.512,en,No Category
10823,Children of the Corn,https://image.tmdb.org/t/p/w500//jJTrFHu3rjAgP1lryKGEsC9hqyM.jpg,https://image.tmdb.org/t/p/original//h7nrngTouejDkG1MuTVtExheyUy.jpg,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,1984-03-09,92,In their world adults are not allowed... to live.,5.7,en,No Category
10824,Candyman: Farewell to the Flesh,https://image.tmdb.org/t/p/w500//2rQ6q7PjHrMQALXpPl7ExhQIvb4.jpg,https://image.tmdb.org/t/p/original//thYTLezKmWLMWrgUdV5iMLxaUHw.jpg,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",1995-03-17,94,Evil comes when you call his name.,5.4,en,No Category
